text,complexity,domain,severity,tone,resolution_hint,requires_onsite
"Ugh, I'm getting a MySQL error that says 'too many connections'. We're not doing anything special with our database, but this just started happening. Help!",simple,database,medium,frustrated,Increase your connection limit or adjust your query timing,false
"I'm trying to connect to our MongoDB database, but it says the connection is timed out. This just happened suddenly after an update. Can someone help me?",simple,database,medium,urgent,Check your network connectivity and update history,false
"I'm getting an error message when trying to run a SQL query on our PostgreSQL database. It says 'no results found', but I know the data exists. Any ideas what's going on?",simple,database,low,confused,Check your query syntax and ensure you're querying the correct database,false
"Hey, I'm trying to query my PostgreSQL database but it's timing out every time. I've checked the connection pool and it seems fine.",simple,database,medium,frustrated,Check idle_in_transaction setting and adjust as needed.,false
I'm having trouble connecting to my MongoDB instance. It says 'connection refused' when I try to run a query. What's going on?,simple,database,low,confused,Check the MongoDB service is running and listen address matches.,false
I'm getting an error when trying to execute a SQL query in my MySQL database: 'Timeout expired. Connection timed out.',simple,database,medium,calm,Check query timeout setting and adjust as needed.,false
I'm trying to run a query in my PostgreSQL database but it's taking forever. I've checked the indexing and it looks fine.,simple,database,medium,frustrated,Check the query plan and consider reindexing specific columns.,false
I'm trying to connect to my MySQL database but it's giving me an error: 'Unknown MySQL Server Host'. What am I doing wrong?,simple,database,low,confused,Check the server hostname and IP address matches.,false
"Hi, I'm trying to connect to our MySQL DB but it's timing out every time I try. Can you help?",simple,database,medium,frustrated,Check your connection string and try increasing the timeout value.,false
"When I run a simple query in PostgreSQL, it takes forever to execute. Can you optimize it?",simple,database,low,calm,Try rewriting the query using indexes or limiting the data set.,false
I'm having trouble connecting to our MongoDB instance. It just hangs and won't authenticate. Help!,simple,database,medium,urgent,Check your credentials and ensure the connection string is correct.,false
I'm getting a 'Connection Pool Exhausted' error when trying to execute a query. Any ideas?,simple,database,low,confused,Increase the pool size or adjust your query logic.,false
My SQL query takes over 5 minutes to complete. Can you suggest a way to speed it up?,simple,database,medium,frustrated,Try adding indexes or rewriting the query using subqueries.,false
"PGAdmin showing 'timeout' error when trying to run query, how do I fix this? It's really slow too",simple,database,medium,frustrated,Check connection pool settings for idle timeout adjustment,false
"I'm getting duplicate data in my MySQL query results, why is this happening?",simple,database,low,calm,Verify query joins and check for missing indexes,false
"MongoDB node going down every hour, anyone know why this is happening?",simple,database,medium,urgent,Check MongoDB logs for error messages and restart node,false
